dataset,user,n_baskets,avg_basket_size,repeat_rate,adjacent_basket_jaccard,recent_basket_novelty
dunnhumby,7522,12,4.833333333333333,0.22413793103448276,0.0303030303030303,1.0
dunnhumby,22153,7,2.2857142857142856,0.125,0.05555555555555555,0.0
dunnhumby,16699,5,1.0,0.19999999999999996,0.0,0.0
dunnhumby,1757,9,2.2222222222222223,0.050000000000000044,0.0,1.0
dunnhumby,354,15,9.0,0.2592592592592593,0.025544567109140305,1.0
dunnhumby,16113,6,3.1666666666666665,0.10526315789473684,0.0,0.0
dunnhumby,13931,18,6.5,0.23076923076923073,0.029411764705882353,0.5555555555555556
dunnhumby,8718,17,3.6470588235294117,0.4354838709677419,0.0945211038961039,1.0
dunnhumby,4286,9,5.333333333333333,0.14583333333333337,0.0,0.8888888888888888
dunnhumby,19163,7,5.0,0.22857142857142854,0.020833333333333332,0.5
dunnhumby,2260,16,4.625,0.21621621621621623,0.009523809523809523,0.75
dunnhumby,9848,7,8.571428571428571,0.2666666666666667,0.05975935828877005,0.42857142857142855
dunnhumby,13253,4,7.0,0.0357142857142857,0.0,0.9375
dunnhumby,20916,4,20.25,0.37037037037037035,0.2667953667953668,0.2857142857142857
dunnhumby,425,2,7.5,0.06666666666666665,0.07142857142857142,0.9090909090909091
dunnhumby,904,27,11.11111111111111,0.5133333333333333,0.024988927476894022,0.2608695652173913
dunnhumby,15211,7,39.857142857142854,0.5125448028673836,0.26014915533337374,0.38636363636363635
dunnhumby,21455,7,1.2857142857142858,0.0,0.0,1.0
dunnhumby,16096,6,6.666666666666667,0.25,0.06710526315789474,0.375
dunnhumby,15271,6,2.6666666666666665,0.3125,0.0,0.25
dunnhumby,8997,15,3.2666666666666666,0.16326530612244894,0.0071428571428571435,0.75
dunnhumby,3973,8,10.25,0.35365853658536583,0.19003591180061769,0.625
dunnhumby,21601,4,4.25,0.05882352941176472,0.025641025641025644,1.0
dunnhumby,14434,10,7.1,0.23943661971830987,0.04564652371669915,0.6153846153846154
dunnhumby,8189,7,18.285714285714285,0.3671875,0.17638755031053546,0.6470588235294118
dunnhumby,10137,14,7.5,0.47619047619047616,0.08485338191220543,0.0
dunnhumby,17640,2,6.5,0.07692307692307687,0.08333333333333333,0.75
dunnhumby,19370,5,4.4,0.09090909090909094,0.020833333333333332,0.8
dunnhumby,9005,4,9.5,0.1578947368421053,0.0392156862745098,1.0
dunnhumby,5003,16,7.75,0.3306451612903226,0.0026666666666666666,1.0
dunnhumby,1943,8,1.75,0.2142857142857143,0.0,0.5
dunnhumby,17193,5,10.4,0.07692307692307687,0.041666666666666664,0.9166666666666666
dunnhumby,1491,9,8.11111111111111,0.136986301369863,0.0,1.0
dunnhumby,17122,5,10.0,0.16000000000000003,0.0,0.6923076923076923
dunnhumby,10896,4,6.25,0.0,0.0,1.0
dunnhumby,17311,2,12.0,0.04166666666666663,0.043478260869565216,0.9285714285714286
dunnhumby,17919,4,2.25,0.11111111111111116,0.1111111111111111,0.6666666666666666
dunnhumby,15753,4,27.75,0.19819819819819817,0.09730781201369437,0.7272727272727273
dunnhumby,18236,7,5.142857142857143,0.33333333333333337,0.11666666666666665,0.3333333333333333
dunnhumby,4305,2,6.5,0.15384615384615385,0.18181818181818182,0.75
dunnhumby,16561,5,12.2,0.21311475409836067,0.0914409752170663,0.3333333333333333
dunnhumby,18630,3,5.333333333333333,0.0625,0.03571428571428571,1.0
dunnhumby,1863,12,3.25,0.23076923076923073,0.008264462809917356,0.75
dunnhumby,4328,7,3.4285714285714284,0.04166666666666663,0.027777777777777776,1.0
dunnhumby,13429,13,5.769230769230769,0.29333333333333333,0.036544011544011545,1.0
dunnhumby,8135,5,2.6,0.5384615384615384,0.2375,0.0
dunnhumby,9067,30,5.433333333333334,0.47239263803680986,0.023869616973065246,0.0
dunnhumby,14311,11,8.363636363636363,0.3369565217391305,0.06960309167205718,1.0
dunnhumby,2597,12,2.9166666666666665,0.3142857142857143,0.12954545454545455,1.0
dunnhumby,14419,4,4.75,0.052631578947368474,0.0,0.6666666666666666
dunnhumby,10343,13,14.76923076923077,0.28645833333333337,0.02950393832746774,0.6666666666666666
dunnhumby,10858,7,14.571428571428571,0.4019607843137255,0.1655788103771975,0.5
dunnhumby,17194,10,10.6,0.30188679245283023,0.02350840648712989,1.0
dunnhumby,2388,4,4.5,0.38888888888888884,0.2571428571428571,0.3333333333333333
dunnhumby,16266,8,5.0,0.32499999999999996,0.04908424908424908,0.4
dunnhumby,16065,4,2.0,0.125,0.0,0.0
dunnhumby,10821,9,7.888888888888889,0.3661971830985915,0.05266523085206623,1.0
dunnhumby,9503,8,7.5,0.44999999999999996,0.1753706610849468,0.5
dunnhumby,4558,12,8.166666666666666,0.22448979591836737,0.016711229946524065,0.5
dunnhumby,16391,5,8.6,0.32558139534883723,0.1503272860180755,0.2857142857142857
dunnhumby,16503,13,2.6923076923076925,0.22857142857142854,0.08333333333333333,0.8
dunnhumby,1642,2,2.0,0.0,0.0,1.0
dunnhumby,2011,19,4.0,0.35526315789473684,0.021323529411764706,1.0
dunnhumby,7889,5,6.0,0.06666666666666665,0.0,0.5
dunnhumby,18587,7,6.285714285714286,0.2727272727272727,0.08127289377289378,0.5
dunnhumby,15465,6,22.5,0.5185185185185186,0.29531941808981654,0.2692307692307692
dunnhumby,10712,14,8.0,0.3482142857142857,0.0654072310954902,0.3333333333333333
dunnhumby,4871,6,6.0,0.5833333333333333,0.31393939393939396,1.0
dunnhumby,3060,37,5.324324324324325,0.3908629441624365,0.03266178266178266,0.5
dunnhumby,19624,2,6.5,0.0,0.0,1.0
dunnhumby,6867,2,8.5,0.11764705882352944,0.13333333333333333,0.6666666666666666
dunnhumby,20686,2,3.5,0.0,0.0,1.0
dunnhumby,16227,3,4.666666666666667,0.0,0.0,1.0
dunnhumby,8673,11,14.090909090909092,0.3870967741935484,0.06101867997029288,0.4
dunnhumby,3290,14,1.7142857142857142,0.45833333333333337,0.19487179487179487,1.0
dunnhumby,2994,8,5.375,0.2093023255813954,0.032426303854875285,0.3333333333333333
dunnhumby,21567,3,3.6666666666666665,0.0,0.0,1.0
dunnhumby,5840,4,12.0,0.22916666666666663,0.04545454545454545,0.5714285714285714
dunnhumby,13270,5,7.8,0.4358974358974359,0.2743589743589744,0.3333333333333333
dunnhumby,14886,12,12.333333333333334,0.31081081081081086,0.03508466082357708,0.5263157894736842
dunnhumby,3800,3,9.0,0.18518518518518523,0.10389610389610389,0.0
dunnhumby,17639,7,8.857142857142858,0.30645161290322576,0.024909420289855072,0.4
dunnhumby,2235,20,6.0,0.44999999999999996,0.04800753172921985,0.375
dunnhumby,11342,8,2.0,0.375,0.21904761904761902,0.75
dunnhumby,922,14,3.4285714285714284,0.16666666666666663,0.03162393162393162,1.0
dunnhumby,8488,8,9.75,0.23076923076923073,0.06436488388458832,0.5714285714285714
dunnhumby,3713,3,8.333333333333334,0.19999999999999996,0.11437908496732026,0.7333333333333333
dunnhumby,15923,11,11.454545454545455,0.4365079365079365,0.07856721293503477,0.42857142857142855
dunnhumby,19271,4,4.5,0.16666666666666663,0.075,0.8
dunnhumby,3951,25,7.56,0.44973544973544977,0.05596010545925295,0.0
dunnhumby,12683,12,7.5,0.4666666666666667,0.11678432936172874,1.0
dunnhumby,18633,3,2.3333333333333335,0.0,0.0,1.0
dunnhumby,14228,6,13.5,0.4444444444444444,0.15075324675324672,0.3888888888888889
dunnhumby,3575,15,5.6,0.36904761904761907,0.03707713854772678,0.3333333333333333
dunnhumby,20015,2,10.0,0.0,0.0,1.0
dunnhumby,11627,6,4.5,0.07407407407407407,0.0,1.0
dunnhumby,19837,4,4.0,0.0,0.0,1.0
dunnhumby,3967,12,8.666666666666666,0.3846153846153846,0.04131444313262495,0.09090909090909091
dunnhumby,8810,10,22.0,0.40454545454545454,0.0756035991330109,0.5333333333333333
dunnhumby,2280,9,7.777777777777778,0.2142857142857143,0.05548245614035087,0.2857142857142857
dunnhumby,8297,37,3.5675675675675675,0.5075757575757576,0.06712962962962964,0.0
dunnhumby,17361,7,7.0,0.36734693877551017,0.09719169719169718,0.3333333333333333
dunnhumby,9321,9,9.666666666666666,0.3793103448275862,0.07373896528308294,0.4444444444444444
dunnhumby,957,7,3.2857142857142856,0.3913043478260869,0.20992063492063492,0.5
dunnhumby,11795,3,9.666666666666666,0.1724137931034483,0.12878787878787878,0.4
dunnhumby,15564,5,1.6,0.25,0.125,1.0
dunnhumby,5261,9,6.777777777777778,0.34426229508196726,0.06850705194358445,0.5555555555555556
dunnhumby,17742,11,11.363636363636363,0.536,0.10066480940202167,0.14285714285714285
dunnhumby,17445,10,5.5,0.2545454545454545,0.02047930283224401,1.0
dunnhumby,2828,8,7.125,0.3157894736842105,0.0696872571872572,0.7
dunnhumby,19816,11,2.6363636363636362,0.3448275862068966,0.08761904761904762,0.3333333333333333
dunnhumby,929,23,6.3478260869565215,0.4794520547945206,0.055007465230837396,0.4
dunnhumby,13776,4,15.25,0.5573770491803278,0.5387912740853917,0.06666666666666667
dunnhumby,5192,6,3.3333333333333335,0.050000000000000044,0.02222222222222222,0.5
dunnhumby,10192,11,1.9090909090909092,0.33333333333333337,0.05333333333333333,0.25
dunnhumby,21675,2,4.5,0.0,0.0,1.0
dunnhumby,19754,2,5.5,0.0,0.0,1.0
dunnhumby,16028,3,5.666666666666667,0.05882352941176472,0.03571428571428571,1.0
dunnhumby,1781,5,7.0,0.08571428571428574,0.010416666666666666,0.6666666666666666
dunnhumby,1112,24,10.208333333333334,0.34285714285714286,0.019047351969010334,0.5
dunnhumby,3412,39,4.538461538461538,0.5536723163841808,0.04650481097849519,0.125
dunnhumby,7609,15,8.6,0.3875968992248062,0.017142857142857144,1.0
dunnhumby,180,5,5.4,0.2592592592592593,0.06971153846153846,0.0
dunnhumby,8254,16,14.5625,0.3605150214592274,0.06826026219543381,0.0
dunnhumby,16404,2,9.5,0.26315789473684215,0.35714285714285715,0.5833333333333334
dunnhumby,13801,3,11.0,0.303030303030303,0.2786377708978328,0.5454545454545454
dunnhumby,12850,6,12.166666666666666,0.31506849315068497,0.08174603174603175,0.5454545454545454
dunnhumby,4592,10,16.9,0.36094674556213013,0.08126723675199438,0.7272727272727273
dunnhumby,8761,15,5.0,0.3733333333333333,0.06958616780045351,0.0
dunnhumby,21724,4,12.25,0.18367346938775508,0.11487455197132616,0.75
dunnhumby,21556,2,16.0,0.03125,0.03225806451612903,0.9666666666666667
dunnhumby,3040,22,5.0,0.2090909090909091,0.0026455026455026454,0.6666666666666666
dunnhumby,17269,16,8.125,0.49230769230769234,0.04574074074074074,0.16666666666666666
dunnhumby,18257,3,10.0,0.23333333333333328,0.1488970588235294,0.6666666666666666
dunnhumby,14706,2,13.5,0.14814814814814814,0.17391304347826086,0.75
dunnhumby,813,11,2.727272727272727,0.33333333333333337,0.030952380952380953,1.0
dunnhumby,3593,8,2.875,0.08695652173913049,0.0,1.0
dunnhumby,21796,2,8.0,0.0,0.0,1.0
dunnhumby,15146,14,8.285714285714286,0.3620689655172413,0.036778036778036774,0.625
dunnhumby,7052,21,3.6666666666666665,0.4025974025974026,0.07416666666666667,0.6666666666666666
dunnhumby,10834,8,7.75,0.5,0.16893642072213502,0.2727272727272727
dunnhumby,22250,2,4.5,0.0,0.0,1.0
dunnhumby,9622,14,3.7857142857142856,0.30188679245283023,0.07804001554001554,0.8571428571428571
dunnhumby,2919,20,3.1,0.25806451612903225,0.003095975232198142,0.75
dunnhumby,6581,9,10.88888888888889,0.3877551020408163,0.08794642857142856,1.0
dunnhumby,18677,5,9.4,0.25531914893617025,0.11137218045112782,0.9090909090909091
dunnhumby,21288,4,1.5,0.0,0.0,1.0
dunnhumby,1953,11,6.7272727272727275,0.2702702702702703,0.11240601503759398,0.7142857142857143
dunnhumby,3487,5,10.2,0.1568627450980392,0.05637254901960784,0.8
dunnhumby,19652,8,7.875,0.1428571428571429,0.035897435897435895,0.3333333333333333
dunnhumby,20829,2,1.0,0.0,0.0,1.0
dunnhumby,3373,37,6.72972972972973,0.29718875502008035,0.0036527951824004454,0.4
dunnhumby,15695,12,4.75,0.24561403508771928,0.019047619047619046,0.5555555555555556
dunnhumby,6131,8,9.875,0.430379746835443,0.17523720014321517,0.75
dunnhumby,21649,3,2.6666666666666665,0.0,0.0,1.0
dunnhumby,5758,4,10.75,0.09302325581395354,0.034562211981566816,0.9
dunnhumby,12752,12,4.75,0.29824561403508776,0.03192640692640692,0.5
dunnhumby,11191,10,3.8,0.1578947368421053,0.02962962962962963,0.6666666666666666
dunnhumby,9407,18,7.388888888888889,0.5037593984962406,0.18837931392279217,0.5
dunnhumby,8267,3,7.666666666666667,0.17391304347826086,0.14646464646464646,0.8
dunnhumby,17259,7,5.857142857142857,0.4878048780487805,0.3097902097902098,0.3333333333333333
dunnhumby,22196,2,7.0,0.0714285714285714,0.07692307692307693,0.9
dunnhumby,4267,25,3.4,0.49411764705882355,0.08794943482443483,0.0
dunnhumby,13730,13,4.615384615384615,0.35,0.011961722488038277,0.3333333333333333
dunnhumby,21905,3,18.666666666666668,0.0357142857142857,0.02857142857142857,0.9230769230769231
dunnhumby,10698,6,10.333333333333334,0.3709677419354839,0.05375494071146245,0.3333333333333333
dunnhumby,16489,3,4.666666666666667,0.1428571428571429,0.0,0.3333333333333333
dunnhumby,19981,6,2.0,0.08333333333333337,0.0,1.0
dunnhumby,20182,2,6.5,0.07692307692307687,0.08333333333333333,0.8333333333333334
dunnhumby,7284,4,3.0,0.0,0.0,1.0
dunnhumby,14968,16,4.3125,0.14492753623188404,0.00392156862745098,0.7
dunnhumby,20702,4,6.0,0.45833333333333337,0.2828282828282828,0.2857142857142857
dunnhumby,6207,14,7.142857142857143,0.27,0.025397679243833092,0.3333333333333333
dunnhumby,7086,21,8.857142857142858,0.553763440860215,0.0672824684793826,0.25
dunnhumby,16004,4,5.5,0.09090909090909094,0.044444444444444446,0.75
dunnhumby,4143,10,13.9,0.3597122302158273,0.05589200311422534,0.2962962962962963
dunnhumby,3902,10,13.5,0.37037037037037035,0.07037925842273668,0.5
dunnhumby,33,18,3.5555555555555554,0.328125,0.04625668449197861,0.0
dunnhumby,22177,5,7.0,0.11428571428571432,0.011904761904761904,0.7142857142857143
dunnhumby,2143,12,19.5,0.4914529914529915,0.052416156571262015,0.7586206896551724
dunnhumby,16923,3,2.3333333333333335,0.0,0.0,1.0
dunnhumby,6985,18,3.5555555555555554,0.21875,0.025028835063437144,0.6666666666666666
dunnhumby,45,2,6.0,0.25,0.3333333333333333,0.4
dunnhumby,729,16,10.25,0.43292682926829273,0.07714273968925131,0.5
dunnhumby,14391,7,5.0,0.19999999999999996,0.05865384615384615,1.0
dunnhumby,13584,12,7.416666666666667,0.2921348314606742,0.04734848484848484,0.5
dunnhumby,7520,19,4.052631578947368,0.37662337662337664,0.011728395061728396,1.0
dunnhumby,1615,8,5.375,0.18604651162790697,0.3513084721067914,0.0
dunnhumby,9068,12,3.5,0.30952380952380953,0.04292929292929293,0.5
dunnhumby,21737,2,4.5,0.0,0.0,1.0
dunnhumby,258,18,6.166666666666667,0.6936936936936937,0.23648998060762766,0.0
dunnhumby,275,17,4.0,0.3088235294117647,0.02924107142857143,0.5
dunnhumby,21500,2,3.0,0.0,0.0,1.0
dunnhumby,4170,3,14.666666666666666,0.06818181818181823,0.0375,1.0
dunnhumby,6557,11,1.5454545454545454,0.17647058823529416,0.0,1.0
dunnhumby,21974,3,5.666666666666667,0.23529411764705888,0.16666666666666666,0.5
dunnhumby,16997,3,2.6666666666666665,0.0,0.0,1.0
dunnhumby,2739,25,3.76,0.34042553191489366,0.022435897435897436,0.5
dunnhumby,181,18,6.833333333333333,0.36585365853658536,0.03239069152381845,0.5
dunnhumby,5377,9,6.888888888888889,0.4193548387096774,0.07872474747474748,0.16666666666666666
dunnhumby,7430,21,4.238095238095238,0.4382022471910112,0.05397602397602398,0.8
dunnhumby,11103,10,5.7,0.29824561403508776,0.12920432394116604,0.0
dunnhumby,15748,8,13.125,0.5047619047619047,0.17309638831377963,0.375
dunnhumby,17398,4,5.75,0.13043478260869568,0.09444444444444444,0.8181818181818182
dunnhumby,383,9,10.88888888888889,0.23469387755102045,0.03733579638752052,0.42857142857142855
dunnhumby,5476,8,13.625,0.37614678899082565,0.09106363170879302,0.47058823529411764
dunnhumby,17599,3,22.666666666666668,0.11764705882352944,0.07407407407407407,1.0
dunnhumby,3051,9,9.88888888888889,0.2808988764044944,0.07251410869831923,0.3333333333333333
dunnhumby,4828,8,17.0,0.3602941176470589,0.09431179299600352,0.35714285714285715
dunnhumby,9779,20,4.75,0.12631578947368416,0.0032396331738437003,0.3333333333333333
dunnhumby,4183,6,8.166666666666666,0.1428571428571429,0.04926108374384236,1.0
dunnhumby,1411,10,6.2,0.32258064516129037,0.018037518037518036,0.3333333333333333
dunnhumby,5344,20,4.3,0.5697674418604651,0.19805194805194803,0.16666666666666666
dunnhumby,15652,7,4.142857142857143,0.06896551724137934,0.0,0.8
dunnhumby,9766,3,4.666666666666667,0.0,0.0,1.0
dunnhumby,11860,4,2.5,0.4,0.5555555555555555,0.0
dunnhumby,15335,9,6.444444444444445,0.2931034482758621,0.05979174278407015,0.5
dunnhumby,13367,19,7.052631578947368,0.4477611940298507,0.02683699742523272,0.4
dunnhumby,10096,18,2.7222222222222223,0.18367346938775508,0.0,0.3333333333333333
dunnhumby,2075,10,9.0,0.3111111111111111,0.028138528138528143,0.5
dunnhumby,4938,2,3.0,0.0,0.0,1.0
dunnhumby,9794,22,7.954545454545454,0.4228571428571428,0.01064882474729022,0.4482758620689655
dunnhumby,7330,4,8.75,0.08571428571428574,0.037037037037037035,0.75
dunnhumby,11392,11,6.909090909090909,0.368421052631579,0.10088935316489496,0.5
dunnhumby,10538,8,5.625,0.28888888888888886,0.07282913165266106,0.7142857142857143
dunnhumby,847,14,2.2857142857142856,0.1875,0.07692307692307693,1.0
dunnhumby,16222,2,7.0,0.2142857142857143,0.2727272727272727,0.5
dunnhumby,9122,9,6.888888888888889,0.24193548387096775,0.1329118797868798,0.875
dunnhumby,6175,8,3.0,0.125,0.02040816326530612,1.0
dunnhumby,22145,3,8.0,0.08333333333333337,0.0,0.6
dunnhumby,8507,18,5.444444444444445,0.4387755102040817,0.05978694508106273,0.5
dunnhumby,5240,17,3.176470588235294,0.2777777777777778,0.04230769230769231,0.6666666666666666
dunnhumby,16226,6,6.166666666666667,0.16216216216216217,0.09034556087187666,0.8571428571428571
dunnhumby,11760,2,1.0,0.0,0.0,1.0
dunnhumby,17908,5,9.6,0.22916666666666663,0.10458937198067632,0.625
dunnhumby,3633,7,3.2857142857142856,0.17391304347826086,0.0,0.6666666666666666
dunnhumby,9735,9,5.555555555555555,0.14,0.01653225806451613,0.0
dunnhumby,19697,7,5.142857142857143,0.3055555555555556,0.19074074074074077,0.6
dunnhumby,13618,9,4.888888888888889,0.2727272727272727,0.0770260989010989,0.5
dunnhumby,6457,28,6.142857142857143,0.35465116279069764,0.03922643602595293,0.0
dunnhumby,6015,15,17.466666666666665,0.5954198473282443,0.06237198474040579,0.0
dunnhumby,9447,13,12.23076923076923,0.3459119496855346,0.020929885551028926,0.48
dunnhumby,1646,3,6.0,0.0,0.0,1.0
dunnhumby,21802,4,7.5,0.1333333333333333,0.05555555555555555,0.7333333333333333
dunnhumby,19979,3,24.333333333333332,0.273972602739726,0.18310810810810813,0.48148148148148145
dunnhumby,1677,10,8.4,0.2142857142857143,0.0671957671957672,0.7142857142857143
dunnhumby,15764,6,4.5,0.03703703703703709,0.0,0.8888888888888888
dunnhumby,19489,2,13.5,0.03703703703703709,0.038461538461538464,0.8333333333333334
dunnhumby,3540,21,7.619047619047619,0.61875,0.09616539864217882,0.0
dunnhumby,11726,5,11.6,0.24137931034482762,0.051332288401253916,0.38461538461538464
dunnhumby,6032,9,5.666666666666667,0.27450980392156865,0.10164141414141414,0.7777777777777778
dunnhumby,8300,12,5.833333333333333,0.11428571428571432,0.00505050505050505,0.8636363636363636
dunnhumby,2473,26,7.961538461538462,0.6280193236714976,0.07090866334476882,0.08333333333333333
dunnhumby,2130,16,6.125,0.47959183673469385,0.047625152625152635,0.4444444444444444
dunnhumby,16889,4,6.25,0.07999999999999996,0.09047619047619049,1.0
dunnhumby,7875,8,1.75,0.0,0.0,1.0
dunnhumby,15276,7,8.571428571428571,0.5833333333333333,0.22409049284049287,0.1111111111111111
dunnhumby,10659,16,6.625,0.3867924528301887,0.077817358827589,0.6666666666666666
dunnhumby,4078,10,6.7,0.10447761194029848,0.0031746031746031746,0.8333333333333334
dunnhumby,18627,4,17.25,0.14492753623188404,0.039272030651340994,0.6111111111111112
dunnhumby,2320,5,17.6,0.25,0.06395348837209303,0.6551724137931034
dunnhumby,3931,15,13.4,0.45273631840796025,0.06984920702153909,0.0
dunnhumby,5753,29,4.310344827586207,0.23199999999999998,0.010687229437229436,0.8
dunnhumby,17396,5,7.2,0.36111111111111116,0.2502450980392157,0.25
dunnhumby,10146,15,6.266666666666667,0.5425531914893618,0.17541208791208793,0.0
dunnhumby,9598,7,16.428571428571427,0.4,0.16585684430512015,0.45454545454545453
dunnhumby,19984,4,10.0,0.025000000000000022,0.0,1.0
dunnhumby,18556,9,6.333333333333333,0.33333333333333337,0.14321789321789322,0.5714285714285714
dunnhumby,6880,9,7.666666666666667,0.42028985507246375,0.11225328947368421,0.4
dunnhumby,19737,2,4.0,0.0,0.0,1.0
dunnhumby,5863,8,6.875,0.4545454545454546,0.06807459826035676,0.1
dunnhumby,462,25,2.76,0.6376811594202898,0.09513888888888888,0.6666666666666666
dunnhumby,6078,9,18.333333333333332,0.509090909090909,0.16840858207082116,0.0
dunnhumby,11585,21,2.238095238095238,0.42553191489361697,0.0875,0.0
dunnhumby,17708,7,3.857142857142857,0.18518518518518523,0.08333333333333333,0.7777777777777778
dunnhumby,1573,19,4.421052631578948,0.20238095238095233,0.005050505050505051,1.0
dunnhumby,20870,3,2.0,0.0,0.0,1.0
dunnhumby,21340,4,6.0,0.04166666666666663,0.0,0.8
dunnhumby,2057,3,5.0,0.06666666666666665,0.0,0.8888888888888888
dunnhumby,8004,10,6.3,0.2698412698412699,0.03648989898989899,1.0
dunnhumby,18603,6,18.666666666666668,0.2232142857142857,0.06342098360203084,0.5714285714285714
dunnhumby,16686,7,4.0,0.2142857142857143,0.1111111111111111,0.6
dunnhumby,12947,31,5.806451612903226,0.4,0.03187645687645688,0.0
dunnhumby,884,11,7.181818181818182,0.40506329113924056,0.10607142857142857,1.0
dunnhumby,1016,6,4.833333333333333,0.1724137931034483,0.0,0.3333333333333333
dunnhumby,9679,9,5.333333333333333,0.4375,0.1371961371961372,0.3333333333333333
dunnhumby,11734,12,13.416666666666666,0.5341614906832298,0.13802826345699296,0.1111111111111111
dunnhumby,1489,14,5.714285714285714,0.3125,0.042669296515450365,0.6
dunnhumby,19728,8,9.0,0.2222222222222222,0.029926108374384235,0.0
dunnhumby,3274,32,8.15625,0.3984674329501916,0.02427500814597589,0.30434782608695654
dunnhumby,16724,4,14.0,0.2142857142857143,0.12179894179894178,0.75
dunnhumby,16656,5,9.4,0.17021276595744683,0.08522727272727272,0.7857142857142857
dunnhumby,8843,5,3.8,0.42105263157894735,0.2583333333333333,0.4
dunnhumby,9095,5,19.8,0.33333333333333337,0.16946589446589447,0.4666666666666667
dunnhumby,19416,4,4.0,0.0625,0.030303030303030304,1.0
dunnhumby,13936,6,11.0,0.48484848484848486,0.212531328320802,0.4666666666666667
dunnhumby,16350,7,7.142857142857143,0.16000000000000003,0.028613199665831243,0.7
dunnhumby,20685,5,4.8,0.08333333333333337,0.041666666666666664,0.75
dunnhumby,1830,20,8.8,0.6818181818181819,0.1648375209765983,0.0
dunnhumby,7668,13,8.846153846153847,0.33043478260869563,0.05387869461326683,0.35294117647058826
dunnhumby,7129,2,5.5,0.09090909090909094,0.1,0.8571428571428571
dunnhumby,11549,2,17.5,0.11428571428571432,0.12903225806451613,0.8
dunnhumby,12317,7,9.428571428571429,0.21212121212121215,0.07182244279018472,0.8
dunnhumby,11684,5,7.8,0.3076923076923077,0.08522727272727273,0.6666666666666666
dunnhumby,19859,3,5.333333333333333,0.0,0.0,1.0
dunnhumby,17471,2,3.5,0.1428571428571429,0.16666666666666666,0.75
dunnhumby,5058,19,9.526315789473685,0.39226519337016574,0.013697983697983699,0.5
dunnhumby,9908,40,6.275,0.5099601593625498,0.058995466574652086,1.0
dunnhumby,17088,8,9.375,0.1333333333333333,0.034738137679314156,1.0
dunnhumby,14035,7,16.285714285714285,0.24561403508771928,0.061001386001386,0.7142857142857143
dunnhumby,4093,18,7.055555555555555,0.3700787401574803,0.0351037851037851,0.25
