dataset,keyset,user,recency,frequency,racf,tifuknn,triple2vec,sets2sets,dnntsp,n_baskets,avg_basket_size,repeat_rate,item_entropy,singleton_item_share,adjacent_basket_jaccard,recency_frequency_disagreement,preference_drift,recent_basket_novelty,popularity_profile,frequency_popularity_alignment,neighbor_similarity,cooccurrence_support,transition_predictability
dunnhumby,0,18484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4.333333333333333,0.1153846153846154,0.9816680739228724,0.9130434782608696,0.0,0.5,0.872742132943338,0.5,0.6672941426967598,-0.2202564112168554,0.1876394518706515,1.043161389938453,0.0734803677737674
dunnhumby,0,10258,0.5307212739772434,0.7039180890341346,0.7039180890341346,0.7039180890341346,0.7039180890341346,0.0,0.5307212739772434,5,2.0,0.1999999999999999,0.9488131148903386,0.875,0.0625,0.0,0.6355222557917826,1.0,0.765928535480624,-0.2474358296526967,0.2534477608110982,1.2707698310265665,0.0851891498301755
dunnhumby,0,3935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,9.0,0.2698412698412699,0.959639114846074,0.8260869565217391,0.0797178867831041,0.5,0.7222691341937593,0.5555555555555556,0.8616004026170103,0.5109676011718697,0.4965604076309632,2.998938077185591,0.0784259541727571
dunnhumby,0,17127,0.2960819109658651,0.5307212739772434,0.5307212739772434,0.4692787260227564,0.5307212739772434,0.4692787260227564,0.4692787260227564,14,2.357142857142857,0.5151515151515151,0.8803056320631709,0.625,0.2602564102564102,0.4,0.432990496901222,0.0,0.7970673010934712,0.4563387764078999,0.5558708021479799,2.5639126638518595,0.1027079521210085
dunnhumby,0,17201,0.0,0.339160205273616,0.339160205273616,0.2139862647345275,0.339160205273616,0.0,0.1312050775123417,11,7.0,0.5194805194805194,0.9343502387122516,0.5135135135135135,0.1478846153846153,0.3,0.4536739648164729,1.0,0.8359417381812954,0.2982801588733976,0.2867248132375061,2.314927183021773,0.0735790541570268
dunnhumby,0,18573,0.7227265726449518,0.6843515475204854,0.6843515475204854,0.7227265726449518,0.3835663673713355,0.339160205273616,0.4912596920895757,2,12.5,0.0799999999999999,0.9912224555189026,0.9130434782608696,0.0869565217391304,0.6,,0.8,0.9125566180171112,0.4187178946793119,0.4032053363041671,3.4548947209245444,0.0862050211052569
dunnhumby,0,4197,0.5087403079104241,0.7227265726449518,0.8539316501572936,0.7227265726449518,0.7227265726449518,0.339160205273616,0.3007851801491498,4,7.25,0.2758620689655172,0.9528523852134648,0.8095238095238095,0.1691919191919192,0.4,0.6709751965894529,0.7,0.7644950800895477,0.5629332948824892,0.4538092290893466,1.8774044708847728,0.0782320746526103
dunnhumby,0,21840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,0.5,0.8112781244591328,0.5,0.3333333333333333,0.0,0.3112781244591328,0.0,0.7972131353799699,,0.311628335500102,,0.050503559823059
dunnhumby,0,16703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.333333333333333,0.0,1.0,1.0,0.0,0.0,,1.0,0.8465741606154289,,0.2382254364612205,1.4825135886256946,0.0762708796582094
dunnhumby,0,16586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1.8333333333333333,0.0,1.0,1.0,0.0,0.0999999999999999,1.0,1.0,0.6832593677082858,,0.231055382992716,0.9978166171597522,0.0528059126060287
dunnhumby,0,2586,0.6366824387328316,0.5585075862632192,0.5585075862632192,0.4144299250118473,0.5585075862632192,0.0,0.1951900249960508,26,6.346153846153846,0.4848484848484848,0.9063899300768856,0.6941176470588235,0.0784112079870593,0.5,0.5045657454692697,0.0,0.7784089002760366,0.0926744629069567,0.4449191352429537,1.8753696720360475,0.063628069461065
dunnhumby,0,20254,0.7039180890341346,0.4692787260227564,0.4692787260227564,0.4692787260227564,0.7039180890341346,0.4692787260227564,0.4692787260227564,6,3.0,0.4444444444444444,0.9207947321433269,0.6,0.4071428571428571,0.0,0.6008605913288405,0.25,0.8936280266174579,0.137620470640795,0.5345800670473653,3.36979923937906,0.0873378430053805
dunnhumby,0,4511,0.339160205273616,0.339160205273616,0.339160205273616,0.339160205273616,0.339160205273616,0.339160205273616,0.339160205273616,3,7.666666666666667,0.0869565217391304,0.9902856496712356,0.9047619047619048,0.0,0.3,,0.8461538461538461,0.7872092514386995,0.5090097337879789,0.4175669674631468,2.9057253130769083,0.0885439407684495
dunnhumby,0,3940,0.0,0.2960819109658651,0.2960819109658651,0.2346393630113782,0.2960819109658651,0.0,0.2346393630113782,32,7.59375,0.4156378600823045,0.9513080172318766,0.676056338028169,0.0249703387666427,0.5,0.5848867659983464,0.0,0.7829896384109883,0.1586905551321883,0.2717255704067217,1.9662525527743124,0.0715441470992437
dunnhumby,0,568,0.0,0.1460683498427064,0.1312050775123417,0.3007851801491498,0.1460683498427064,0.339160205273616,0.339160205273616,15,9.4,0.3049645390070922,0.96779534487435,0.7448979591836735,0.0258740110464248,0.6,0.6867039992488856,0.5789473684210527,0.7720993193345398,0.3312235768303432,0.2648367009022079,2.0084171514487066,0.0765727450920538
dunnhumby,0,19119,0.339160205273616,0.5531464700081437,0.5531464700081437,0.5531464700081437,0.5531464700081437,0.5531464700081437,0.6843515475204854,5,19.0,0.2736842105263157,0.971045240993326,0.7536231884057971,0.1050365713620024,0.7,0.7098698224828179,0.4545454545454545,0.7703136174608639,0.3386964252160985,0.3601576222783077,2.0329584252983657,0.0747810460658064
dunnhumby,0,18856,0.0,0.3156484524795144,0.3156484524795144,0.339160205273616,0.1460683498427064,0.5531464700081437,0.4703652827859578,5,5.6,0.0714285714285714,0.9923534943333246,0.9230769230769232,0.0,0.7,0.8251130826773561,0.9473684210526316,0.8819828887770509,0.3849001794597504,0.3232974413032139,2.7303662934344097,0.0832097900831603
dunnhumby,0,8390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,4.9,0.5102040816326531,0.908591607090226,0.6666666666666666,0.1864197530864197,0.5,0.5585023789197077,0.4444444444444444,0.7014394585212042,0.2466187122412854,0.2212495771353749,1.2901541793964597,0.0587349914529446
dunnhumby,0,15073,0.339160205273616,0.339160205273616,0.339160205273616,0.339160205273616,0.339160205273616,0.339160205273616,0.169580102636808,3,3.6666666666666665,0.0909090909090909,0.9866599586738648,0.9,0.0,0.0,,0.5,0.6586905796769914,0.5222329678670935,0.3929806135114987,0.9891732382906596,0.0900265804115465
dunnhumby,0,19753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3.6,0.0555555555555555,0.9929910186265144,0.9411764705882352,0.0,0.5,0.8793685947581927,0.6666666666666666,0.7973424481351004,0.1530931089239486,0.2178481715797751,1.6489833827509206,0.0694319635804286
dunnhumby,0,12405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.0,0.0,1.0,1.0,0.0,0.0,,1.0,0.6745250377453447,,0.3119469195113191,1.6377190205485126,0.0660028355391428
dunnhumby,0,8815,0.0,0.0,0.0,0.2139862647345275,0.0,0.2139862647345275,0.169580102636808,17,2.294117647058824,0.2307692307692307,0.9647391630618872,0.8333333333333334,0.03125,0.6,0.7417185425457975,0.5,0.8039306776095904,0.1724359563544879,0.3574578077133218,2.4741517528914274,0.0968798109539716
dunnhumby,0,13424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,8.416666666666666,0.4851485148514851,0.9366079801028286,0.6538461538461539,0.0534090909090909,0.6,0.452644065376597,0.375,0.8386504855820258,0.4065558523216621,0.3722391844196043,3.0302975384651343,0.0891634053582903
dunnhumby,0,17320,0.5147714448836773,0.2139862647345275,0.2139862647345275,0.2139862647345275,0.2139862647345275,0.2139862647345275,0.0,3,14.0,0.1904761904761904,0.9815091894888192,0.7941176470588235,0.1416666666666666,0.7,,0.7777777777777778,0.8041016607951686,0.5307876706964871,0.3855872964690271,2.1685545361321443,0.0699829921616339
dunnhumby,0,15175,0.0,0.0,0.0,0.0,0.0,0.0,0.1951900249960508,14,8.428571428571429,0.3728813559322034,0.9535323588656384,0.6891891891891891,0.0646380090497737,0.5,0.5192055138394989,0.4444444444444444,0.7953839789137872,0.2733624118382105,0.2778386520218112,1.884588364927167,0.0667673501232582
dunnhumby,0,2041,0.1460683498427064,0.339160205273616,0.339160205273616,0.339160205273616,0.339160205273616,0.4703652827859578,0.4852285551163225,6,6.0,0.1666666666666666,0.981400028591724,0.8333333333333334,0.0487179487179487,0.6,0.8684419823111709,0.6666666666666666,0.8241381479617513,0.193413983462567,0.2370468647764573,2.1516289259320964,0.0754903795428218
dunnhumby,0,10700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4.0,0.2045454545454545,0.9812646638484976,0.7714285714285715,0.0385714285714285,0.5,0.7852429965193926,0.25,0.8641510728828293,0.4759969844985373,0.3947349204410088,2.9623758555520388,0.0920445349033927
dunnhumby,0,3828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5.6,0.0714285714285714,0.9923534943333246,0.9230769230769232,0.0208333333333333,0.8,0.9999999999999998,1.0,0.7833282407074557,0.4618802153517006,0.3287579845597928,2.102517707222924,0.1027384797528888
dunnhumby,0,6673,0.0,0.0,0.0,0.0,0.0,0.0,0.2139862647345275,3,15.333333333333334,0.0869565217391304,0.9920871664528196,0.9047619047619048,0.0416666666666666,0.8,,0.8571428571428571,0.7671905428765234,0.0736097525958675,0.271494232464717,2.126224276829624,0.0603627471227917
dunnhumby,0,18437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.5,0.0,0.9999999999999998,1.0,0.0,0.0,,1.0,0.9951769837275624,,0.477015398751806,5.929589143389895,0.1117090965720115
dunnhumby,0,3320,0.1460683498427064,0.2139862647345275,0.2139862647345275,0.169580102636808,0.2139862647345275,0.0,0.1312050775123417,8,2.375,0.2631578947368421,0.9566089729477026,0.7857142857142857,0.1119047619047619,0.3,0.850407870719299,0.5,0.6585503138823403,0.1930753907386328,0.3458790925639018,1.065017024142333,0.0530299685284526
dunnhumby,0,13527,0.2139862647345275,0.2139862647345275,0.2139862647345275,0.339160205273616,0.2139862647345275,0.1312050775123417,0.4852285551163225,22,3.4545454545454546,0.3289473684210526,0.9559482710415445,0.7450980392156863,0.0243386243386243,0.5,0.6579898035891792,1.0,0.7843548857044472,0.0580957485364528,0.3025226020220177,1.8003836716698456,0.0377074162612394
dunnhumby,0,16274,0.2139862647345275,0.6548086577531306,0.6548086577531306,0.6164336326286642,0.6548086577531306,0.4852285551163225,0.6399453854227659,8,9.5,0.2894736842105263,0.957923037462276,0.7777777777777778,0.0621448579431772,0.3,0.6992795661542979,0.3846153846153846,0.8119056763700897,0.1145321457358055,0.4475982199439342,2.0444069425268974,0.0861265382467871
dunnhumby,0,20457,0.3600546145772339,0.4852285551163225,0.4852285551163225,0.3451913422468692,0.4703652827859578,0.2772734273550482,0.4852285551163225,2,23.0,0.108695652173913,0.9904095465868352,0.8780487804878049,0.1219512195121951,0.7,,0.782608695652174,0.788048948600687,0.0976450751209506,0.2526041073320423,2.161978818511974,0.07655868471871
dunnhumby,0,9446,0.1312050775123417,0.169580102636808,0.169580102636808,0.0,0.1460683498427064,0.0,0.169580102636808,8,11.0,0.2272727272727273,0.9712417264960684,0.8382352941176471,0.0476834378436209,0.6,0.7210434467456279,0.7142857142857143,0.7340711785697945,-0.0097149537348483,0.2180312979689403,1.6247653161190343,0.0633621612007
dunnhumby,0,5619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,9.055555555555555,0.3803680981595092,0.9621349308385406,0.6732673267326733,0.0464820336736845,0.7,0.5974343089835751,0.4,0.8292366640834132,0.311832579651395,0.2878264310461934,2.4156588553828766,0.0814263761887648
dunnhumby,0,13695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.5,0.0,1.0,1.0,0.0,0.0,,1.0,0.7193004529441369,,0.3729607686484241,2.28748639567336,0.0948052190271996
dunnhumby,0,7621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,3.825,0.4575163398692811,0.92037062344146,0.6987951807228916,0.0907509157509157,0.5,0.5309662873907255,0.3333333333333333,0.7693619638763071,0.0819586943189025,0.288324404665382,1.4988941620320064,0.0562595906850328
dunnhumby,0,4217,0.0,0.5531464700081437,0.5531464700081437,0.3451913422468692,0.5531464700081437,0.169580102636808,0.5531464700081437,12,14.416666666666666,0.2601156069364162,0.9672145585396964,0.8203125,0.0432205803731612,0.8,0.689734345414212,0.625,0.7314444176162396,0.2640917855299919,0.349371184529032,1.7896519677241942,0.0582939512395035
dunnhumby,0,7420,0.2139862647345275,0.1460683498427064,0.1312050775123417,0.3156484524795144,0.3451913422468692,0.1312050775123417,0.169580102636808,10,13.6,0.3823529411764705,0.9606278535409852,0.6666666666666666,0.0391812865497076,0.7,0.5221050113258018,0.3846153846153846,0.8137535525030344,0.422669226524015,0.4092896106714382,2.740727092483167,0.0765443479825558
dunnhumby,0,18949,0.339160205273616,0.339160205273616,0.339160205273616,0.339160205273616,0.339160205273616,0.2139862647345275,0.169580102636808,6,8.666666666666666,0.4230769230769231,0.9476221798909694,0.6333333333333333,0.2047960811118706,0.3,0.5732410527362952,0.2222222222222222,0.8451085904533312,0.262966322062603,0.3042151719354221,2.356140929798939,0.0810621926393524
dunnhumby,0,21913,0.6992148198508501,0.8304198973631919,0.8304198973631919,0.8304198973631919,0.7860137352654724,0.6164336326286642,0.8539316501572936,6,9.0,0.3333333333333333,0.951530780369705,0.75,0.0637426900584795,0.6,0.5488050374703651,0.5555555555555556,0.8532451676638897,0.4992134836181314,0.4331759264222311,2.8055691823502498,0.0765568070023378
dunnhumby,0,16790,0.4852285551163225,0.8304198973631919,0.8539316501572936,0.6843515475204854,0.8539316501572936,0.6992148198508501,0.5087403079104241,8,18.75,0.3466666666666667,0.9667989235656164,0.6938775510204082,0.0594447081158044,0.6,0.5397328670162127,0.4864864864864865,0.7786822680758261,0.1076232918130896,0.327905903681717,2.043403917175385,0.06684567427712
dunnhumby,0,4604,0.339160205273616,0.339160205273616,0.339160205273616,0.339160205273616,0.339160205273616,0.0,0.0,11,4.0,0.25,0.97074503363061,0.7575757575757576,0.0366666666666666,0.5,0.734950525309086,0.0,0.7614351237589788,0.227402069020117,0.2855168537687994,1.58754408833435,0.0820802840397267
dunnhumby,0,12440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,1.9333333333333331,0.3793103448275862,0.9135620926277412,0.7222222222222222,0.0714285714285714,0.4,0.6587433188833753,0.0,0.765106814987071,0.043265230840332,0.3966384402190392,1.4648221444391276,0.1016556168942837
dunnhumby,0,21216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.6666666666666665,0.0,1.0,1.0,0.0,0.0,,1.0,0.741711751383996,,0.3519881047335098,2.1399797102287628,0.0537891568478525
dunnhumby,0,19825,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13,3.3846153846153846,0.4318181818181817,0.919476318008802,0.76,0.1256944444444444,0.6,0.5954553564171501,0.6666666666666666,0.7356081575696574,-0.0005141405163241,0.258377333279976,1.2358906810493475,0.0684093475523122
dunnhumby,0,20145,0.339160205273616,0.2772734273550482,0.3451913422468692,0.3451913422468692,0.3007851801491498,0.2139862647345275,0.3007851801491498,2,57.0,0.2192982456140351,0.9874238325437722,0.7191011235955056,0.2808988764044944,0.9,,0.5833333333333334,0.7814103073486434,0.1430516163460645,0.1953299739440026,1.77805011185328,0.0680360607307865
dunnhumby,0,22072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4.666666666666667,0.0,0.9999999999999998,1.0,0.0,0.1999999999999999,,1.0,0.8487939463656627,,0.295844556493964,1.8142789278044469,0.1185648502296931
dunnhumby,0,10573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,19.142857142857142,0.3134328358208955,0.9636165665178478,0.75,0.104698720827753,0.8,0.6544282325409305,0.5714285714285714,0.8393090536246797,0.1660837023755101,0.3711992816166539,2.6298738948161757,0.0697237576334008
dunnhumby,0,2746,0.2346393630113782,0.2960819109658651,0.2960819109658651,0.2960819109658651,0.2960819109658651,0.0,0.0,4,6.5,0.1153846153846154,0.9816680739228724,0.9130434782608696,0.0625,0.7,0.8856882769089659,0.5,0.847116836359413,0.1778656343572834,0.4621759145911623,2.540209952594044,0.0823354229513221
dunnhumby,0,12345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1.7692307692307692,0.4782608695652174,0.8947672573493326,0.6666666666666666,0.1041666666666666,0.0999999999999999,0.5454891351657309,1.0,0.9010524933808888,0.44516916648556,0.4451968268677915,2.5753603589705256,0.0688062853675418
dunnhumby,0,20296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2.4615384615384617,0.1875,0.9706538693372192,0.8461538461538461,0.0709325396825396,0.7,0.8877956543023928,0.6666666666666666,0.8054817249622546,0.3407753417123044,0.5061622567615603,2.3499485902286392,0.069246053423561
dunnhumby,0,15810,0.5531464700081437,0.6843515475204854,0.6843515475204854,0.5531464700081437,0.7227265726449518,0.1460683498427064,0.529634717214042,6,14.333333333333334,0.2558139534883721,0.9784580065766728,0.734375,0.0745929339477726,0.7,0.6965405820763262,0.5333333333333333,0.8208251893119227,0.1327393108784001,0.2485879720056421,2.358949300308149,0.0654613233523156
dunnhumby,0,7192,0.8539316501572936,0.4852285551163225,0.4852285551163225,0.6399453854227659,0.4703652827859578,0.1460683498427064,0.7227265726449518,9,10.88888888888889,0.4795918367346938,0.9533474404842788,0.5490196078431373,0.1055288461538461,0.7,0.4352097685607959,0.3,0.8735762045130079,0.3599022307367082,0.2891554268407686,2.8892506603677823,0.0697592522648801
dunnhumby,0,4839,0.0,0.4692787260227564,0.4692787260227564,0.4692787260227564,0.4692787260227564,0.4692787260227564,0.2960819109658651,8,3.0,0.25,0.9520975845107822,0.8333333333333334,0.0642857142857143,0.5,0.7185463540765222,0.75,0.8816631018285523,0.6465034796314264,0.6367027380673778,2.9855257285989705,0.0813755154957328
dunnhumby,0,2470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3.2857142857142856,0.1304347826086956,0.9862941486421736,0.85,0.0119047619047619,0.4,0.8993026003338929,0.3333333333333333,0.8054965974486336,0.0364259046296027,0.3619854883835082,2.3050180484239835,0.0761295175140363
dunnhumby,0,18516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2.333333333333333,0.2857142857142857,0.9311066102039656,0.8,0.05,0.0,0.5689626904850151,0.5,0.6894816305988928,-0.3373495424699932,0.2764712240961627,1.186278707678588,0.0505901820256292
dunnhumby,0,628,0.0,0.339160205273616,0.339160205273616,0.339160205273616,0.339160205273616,0.3835663673713355,0.4852285551163225,24,3.8333333333333335,0.5652173913043479,0.9026946355445942,0.6,0.0872310057092665,0.8,0.4641919257655517,1.0,0.8308092273692043,0.5219872980068168,0.5050046606368529,3.2151647785797235,0.0509813470648654
dunnhumby,0,4551,0.5531464700081437,0.7227265726449518,0.7227265726449518,0.7227265726449518,0.6992148198508501,0.5087403079104241,0.6399453854227659,19,7.7894736842105265,0.4391891891891891,0.9482499091935924,0.6506024096385542,0.0217948717948717,0.9,0.5359373604054529,0.2666666666666666,0.7430783198900964,0.140287417848544,0.3948225081227675,1.965078151659323,0.0577639576438363
dunnhumby,0,10781,0.339160205273616,0.7227265726449518,0.7227265726449518,0.7227265726449518,0.8539316501572936,0.2139862647345275,0.5531464700081437,15,8.466666666666667,0.3700787401574803,0.960815205803504,0.65,0.0390898783755926,0.8,0.669476143319803,0.5,0.7527927592342353,0.3019180619453191,0.2554835886956503,1.969886285944504,0.0694703665320553
dunnhumby,0,3201,1.0,1.0,1.0,0.6131471927654584,0.6131471927654584,0.0,0.3868528072345415,17,3.7058823529411766,0.4444444444444444,0.9354565882419557,0.6571428571428571,0.0620535714285714,0.7,0.6456473580464697,0.0,0.8917147969739815,0.043193355372401,0.3593460423891028,3.684745266716628,0.0644955279279987
dunnhumby,0,13784,0.0,0.2346393630113782,0.2346393630113782,0.2346393630113782,0.0,0.0,0.4692787260227564,17,2.8823529411764706,0.2244897959183673,0.9673644004706952,0.8157894736842105,0.0078125,0.9,0.7246317168039579,1.0,0.7480973264997995,0.2769091129923356,0.3024070259059536,1.1133563123985764,0.0582588924428464
dunnhumby,0,14638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12.0,0.1111111111111111,0.989540555844018,0.875,0.0526315789473684,0.9,,0.8666666666666667,0.841588380025723,0.4298263988377516,0.3452740700664965,2.8412985090325606,0.0738165541453237
dunnhumby,0,9141,0.1312050775123417,0.0,0.0,0.0,0.0,0.0,0.0,13,6.6923076923076925,0.2183908045977011,0.9738900517630584,0.8235294117647058,0.0323386872198417,0.7,0.7482630800093735,0.75,0.8153356009463817,0.2404406523351748,0.2529733679205355,2.059672853229635,0.0645996631428388
dunnhumby,0,18576,0.0,0.169580102636808,0.2139862647345275,0.2139862647345275,0.2139862647345275,0.0,0.1312050775123417,12,4.333333333333333,0.4038461538461538,0.926942292479636,0.7096774193548387,0.0872687918142463,0.4,0.6120950194807967,0.0,0.83090811428129,0.0499495713436997,0.3796704483939642,1.6434559574477732,0.0688971296569277
dunnhumby,0,19917,0.3451913422468692,0.6399453854227659,0.6399453854227659,0.6164336326286642,0.339160205273616,0.5087403079104241,0.5087403079104241,9,3.333333333333333,0.3,0.9748220055009,0.6190476190476191,0.0125,0.6,0.5223498817350671,0.75,0.8251383995973831,0.3045724519365863,0.3986773670206748,2.212970475704864,0.0752239232754657
dunnhumby,0,15076,0.0,0.2139862647345275,0.2139862647345275,0.339160205273616,0.339160205273616,0.339160205273616,0.339160205273616,17,8.647058823529411,0.435374149659864,0.948547041314364,0.6144578313253012,0.0753150594490204,0.6,0.4925967959990731,0.75,0.7962906853732937,0.2260518785366748,0.3434340083045847,2.237191384787535,0.0413885818159533
dunnhumby,0,8366,0.7860137352654724,0.8687949224876582,0.8687949224876582,0.8304198973631919,1.0,0.6992148198508501,0.8687949224876582,6,9.833333333333334,0.5423728813559322,0.8986580325067366,0.7037037037037037,0.4311965811965811,0.5,0.3315781045823363,0.5,0.8923191422210468,0.5351584379537719,0.4074188871909747,3.336376743276975,0.0811031365442235
dunnhumby,0,13602,0.0,0.0,0.0,0.0,0.0,0.1312050775123417,0.1312050775123417,3,9.333333333333334,0.0714285714285714,0.9923534943333246,0.9230769230769232,0.0454545454545454,0.6,,0.9375,0.7441404845783305,0.4618802153517006,0.356972128049848,1.7432946876056068,0.0670817687247214
