dataset,user,popularity_profile,neighbor_similarity,sequential_specificity,relational_strength
dunnhumby,13429,0.7326404965609795,0.19393692260106785,0.20271309814698532,0.04432450876240139
dunnhumby,8135,0.9068948163059888,0.22976810804122838,0.015026248665234873,0.08528698440700846
dunnhumby,9067,0.8398207983796517,0.16693659021718674,0.03345963368813831,0.04110104247294432
dunnhumby,14311,0.8486425351742856,0.17362398712541213,0.22286839693413152,0.05717585333660122
dunnhumby,2597,0.7660399741174779,0.17741198462743726,0.143524542424923,0.0511598855590357
dunnhumby,14419,0.8213784335019734,0.1668911409944359,0.07759967439101668,0.07340822796315731
dunnhumby,10343,0.7876031443969128,0.1488186949698686,0.05874594532667991,0.051579354564107636
dunnhumby,10858,0.7804442109002633,0.15970338054811845,0.04565376782071524,0.0776626071139545
dunnhumby,17194,0.7507928896316625,0.14802660893119013,0.2132082518492482,0.03501468175959266
dunnhumby,2388,0.9242716546440755,0.2609855609825072,0.042860856348656,0.10320707098514267
dunnhumby,16266,0.858473829894313,0.20200828743246477,0.09102307252632802,0.047494258501308936
dunnhumby,16065,0.7178063663814797,0.24885927487343587,0.029657764072159032,0.017562809952277054
dunnhumby,10821,0.8847686015438376,0.18973148418572996,0.2600644884144895,0.05358935420719483
dunnhumby,9503,0.7969132695856401,0.21213161415763454,0.08493551044752663,0.04874093151376649
dunnhumby,4558,0.8142043178620213,0.22257005710394645,0.09202036035374453,0.05784161831296398
dunnhumby,16391,0.8298533490946972,0.2399816018019675,0.08461086499004486,0.06209991031702331
dunnhumby,16503,0.7215004673233157,0.1941733997752361,0.14196536318106864,0.024289471415819445
dunnhumby,1642,0.7974333165576245,0.2467313963340557,0.2847904967705438,0.005627064918648973
dunnhumby,2011,0.813036381214738,0.1753126710027451,0.15327570821856962,0.05298343591492078
dunnhumby,7889,0.7552969300452942,0.14294094073148247,0.1597333552508421,0.048447831723423596
dunnhumby,18587,0.8726523539369538,0.18114172775345402,0.04527341817960186,0.06435777465107995
dunnhumby,15465,0.8042218867080471,0.1497066081098238,0.025478243601870613,0.0680792401681119
dunnhumby,10712,0.7815094992450932,0.1598652148747634,0.09640546427552137,0.05974023730570048
dunnhumby,4871,0.8552990270088912,0.2382878559414911,0.029657764072159032,0.04836010020937592
dunnhumby,3060,0.72240310750845,0.1428050346256292,0.14498476993074733,0.03392331768706612
dunnhumby,19624,0.6522008439471952,0.15110812380950386,0.05893104062183569,0.04754545871668632
dunnhumby,6867,0.7003907753337874,0.1650196027394603,0.0674096534466031,0.04704736800955682
dunnhumby,20686,0.7420734776044288,0.1972032388252794,0.11453250212450655,0.04706788405704948
dunnhumby,16227,0.813996333309368,0.1681612904963207,0.08274339540596945,0.07957304690042312
dunnhumby,8673,0.85767569849181,0.16760906503820414,0.05992268326547513,0.07725461296662633
dunnhumby,3290,0.8904336520718,0.2062371403833812,0.18745759079426558,0.03058073092600321
dunnhumby,2994,0.6788193022085417,0.1685111413236233,0.13445707897854953,0.04551589432326059
dunnhumby,21567,0.7139932287139131,0.18066384330795743,0.11777114677547851,0.08664010952958023
dunnhumby,5840,0.8326623049823856,0.15955959081037868,0.03458767857536696,0.0544971991618432
dunnhumby,13270,0.7936587820835432,0.18314973354562497,0.052240726577468324,0.0686131758367893
dunnhumby,14886,0.8201043267726714,0.15340428939295267,0.03145004779174853,0.07366683109404626
dunnhumby,3800,0.7817014296631811,0.19666566650055736,0.051064483957227624,0.06969483969929563
dunnhumby,17639,0.7927557348572168,0.22425275769375022,0.026160465553796745,0.21137840848093256
dunnhumby,2235,0.7842507549068946,0.1670420733614102,0.05497880901197364,0.05691335777061204
dunnhumby,11342,0.8749056366381479,0.273281283524708,0.16049790480572806,0.033293971551788155
dunnhumby,922,0.8338366045965442,0.2185444807330006,0.11424189858504914,0.04800970718674384
dunnhumby,8488,0.7774202186003898,0.15756151336347968,0.06140239286278854,0.05247024691814894
dunnhumby,3713,0.803563160543533,0.18069440542456636,0.03918417220705965,0.07988335357119797
dunnhumby,15923,0.7491003027616012,0.15054326762191256,0.0408631351016725,0.07861423854551716
dunnhumby,19271,0.7894089358608736,0.23541663089523174,0.09233925459609216,0.030064517359671458
dunnhumby,3951,0.7717664821338701,0.17360149068697725,0.07861724286774169,0.0426389133202805
dunnhumby,12683,0.7713023541911312,0.17440821902372478,0.026784349910806565,0.05378636159414852
dunnhumby,18633,0.8396362067725933,0.20431342141672423,0.1809136672135248,0.03807543096187029
dunnhumby,14228,0.7871380019509528,0.14877423757270475,0.03355314378610384,0.06991847924749575
dunnhumby,3575,0.7765445634720927,0.15273359894337601,0.022765819836688052,0.05174506262907725
dunnhumby,20015,0.7582976849521892,0.1506789692078202,0.04127910723799421,0.05067849084292771
dunnhumby,11627,0.8233844060467109,0.2067549902486078,0.4442801388968698,0.045622154541198355
dunnhumby,19837,0.841634687971817,0.19705433514208415,0.053627785431693706,0.0513241998223431
dunnhumby,3967,0.8292906294762104,0.18742841380879555,0.027486971764601832,0.0553988547843941
dunnhumby,8810,0.7890818730841376,0.15337147124256117,0.027321260222604348,0.06257467007415748
dunnhumby,2280,0.7051405564742251,0.1578305195225801,0.06006339681389155,0.04860589054652676
dunnhumby,8297,0.824898773848195,0.18494160850229113,0.08820196663473451,0.030084796290681424
dunnhumby,17361,0.8254496061132053,0.18840898306856818,0.04947151592250556,0.07256242061304417
dunnhumby,9321,0.8507468082767877,0.18849375281910166,0.05058946668554576,0.061134398208692965
dunnhumby,957,0.8301514190061489,0.27955358132442415,0.06732212743750834,0.02380819188997641
dunnhumby,11795,0.7403337209100533,0.1786709464290222,0.088506812463259,0.055028531436341475
dunnhumby,15564,0.628145445395068,0.27275914744963337,0.23529134515339217,0.017517870429991526
dunnhumby,5261,0.8560458554373923,0.17148219067468298,0.05271617956801063,0.05436327129341905
dunnhumby,17742,0.8536024157020631,0.1699419989083219,0.030714564654837774,0.08653994949014115
dunnhumby,17445,0.7684082902502631,0.15420320581768676,0.1977503458565947,0.05179574877556533
dunnhumby,2828,0.7583194271536923,0.16653519109156567,0.07311911932548493,0.04472320258060734
dunnhumby,19816,0.882976415667355,0.19893299061099162,0.0868665532239063,0.04413733200158428
dunnhumby,929,0.736287581609227,0.15469024046640872,0.07400387191205424,0.050604537730859635
dunnhumby,13776,0.7203729982591766,0.19825388306108307,0.058976654954738444,0.09456079653176837
dunnhumby,5192,0.8064984901862104,0.17295053875305103,0.26943929318968035,0.0336874162424179
dunnhumby,10192,0.8091583387255255,0.19696866652194495,0.06985220651658042,0.04058899827212634
dunnhumby,21675,0.7964826930604484,0.2004928592580902,0.16754026971218816,0.05619712794158813
dunnhumby,19754,0.8907786978999862,0.22313606238396666,0.07911191434528271,0.03881855873326366
dunnhumby,16028,0.7483791704905416,0.23835822994786357,0.34447684044346405,0.06884352835128031
dunnhumby,1781,0.7749406858868361,0.1594835381172502,0.0806904977586605,0.04856036454765215
dunnhumby,1112,0.7803113092242436,0.15593085860803835,0.05326756708493889,0.05413366372218297
dunnhumby,3412,0.8180596191629773,0.18531392298768828,0.04512141602623321,0.049930496854053145
dunnhumby,7609,0.8431003070344838,0.17143305220843152,0.2576597834434671,0.044049130269912785
dunnhumby,180,0.8621036738802214,0.20482471091540075,0.02722213323325779,0.12996857274662904
dunnhumby,8254,0.8175495873391634,0.16853046633614405,0.029504125452714414,0.06515566252411181
dunnhumby,16404,0.7940163695600347,0.18071277639826427,0.05095022716813138,0.06629335823102156
dunnhumby,13801,0.8296274267587804,0.2110880764577005,0.04482688689981687,0.06626198299136728
dunnhumby,12850,0.775382451689406,0.17506788748210783,0.061231522308647895,0.05042483456819696
dunnhumby,4592,0.8259842824513177,0.16196539901623502,0.027195785677406523,0.0666839631493432
dunnhumby,8761,0.8071548397919811,0.19925798940155365,0.4706907855294535,0.03797297759291792
dunnhumby,21724,0.6535362509372143,0.17901408111021713,0.08266907149187666,0.04946331458364461
dunnhumby,21556,0.8115367073477604,0.1550347381357815,0.025496778369700934,0.049263953384560945
dunnhumby,3040,0.7226620762227206,0.13616442789055327,0.16783346101539506,0.043158716226351056
dunnhumby,17269,0.8462486934303746,0.17334038941362598,0.04163128493518125,0.06078864323965154
dunnhumby,18257,0.9067438349270256,0.1743026690181446,0.04796976772925786,0.06973623531241378
dunnhumby,14706,0.8052433409756007,0.16478601637999665,0.042070437204100655,0.05720194409623987
dunnhumby,813,0.8146074484146956,0.24199363972601223,0.08455841514692525,0.05532856732585422
dunnhumby,3593,0.7608422135183038,0.22176557610775016,0.2555798802294152,0.06612988212193185
dunnhumby,21796,0.8278340463009561,0.16285365668024626,0.12710025263430577,0.031191662924502418
dunnhumby,15146,0.7929038751887267,0.14085597632902416,0.027485380483148858,0.05899524261366251
dunnhumby,7052,0.657179131889751,0.2382345817759744,0.16302096376461006,0.06289081270817207
dunnhumby,10834,0.857292157085572,0.2615872516946948,0.041168865852890535,0.06350207162464402
dunnhumby,22250,0.8163479281999665,0.19208441707947096,0.10519905315154898,0.05130758930345097
dunnhumby,9622,0.8237221182972339,0.18930893570404414,0.03462980878363072,0.05814534587880206
dunnhumby,2919,0.8431620046430836,0.18576493500111396,0.10677008414808375,0.022036517387810296
dunnhumby,6581,0.8268297505212451,0.15892379156183697,0.2721037015946012,0.0792175434308115
dunnhumby,18677,0.7967373031085032,0.1926242449969323,0.05648634309082021,0.04650349822840312
dunnhumby,21288,0.5782796510652575,0.20057510072918378,0.27541914166614173,0.040818454765819114
dunnhumby,1953,0.7604955861750025,0.20654032030108543,0.05982270599201717,0.050466149876072404
dunnhumby,3487,0.7912534414873147,0.16258903741366823,0.08381685975260664,0.053107890060202445
dunnhumby,19652,0.7119870427620806,0.17803059569550714,0.2912423559386299,0.05496174196508867
dunnhumby,20829,0.7477981882234525,0.26907472390196163,0.315222659542176,0.0
dunnhumby,3373,0.7810855904746312,0.15550818733734098,0.11899034206424051,0.04788329859244289
dunnhumby,15695,0.8748576272084341,0.171987737310794,0.04161674911962972,0.050823771862749965
dunnhumby,6131,0.8638428264733425,0.18269387078879012,0.14847042169303537,0.067012436071635
dunnhumby,21649,0.8394721942627076,0.21999537432768065,0.3200429345684274,0.07422134396776271
dunnhumby,5758,0.6244279678374552,0.13424913821492412,0.1096591714591355,0.04620103233072998
dunnhumby,12752,0.774858951606495,0.17419419196482128,0.026557711659603855,0.05755456452310644
dunnhumby,11191,0.7682369613010885,0.1608187126404408,0.1452908276460191,0.04393137619226747
dunnhumby,9407,0.7192919389566019,0.19810251089879724,0.11274154398095718,0.048453397785881286
dunnhumby,8267,0.7087317564167087,0.16403904715742237,0.08225001047189065,0.054042305545907186
dunnhumby,17259,0.7558704751617219,0.21809173105757704,0.0694033786937781,0.07737781530964064
dunnhumby,22196,0.868349629736142,0.18414962009211072,0.04308065271461658,0.0658378169906263
dunnhumby,4267,0.8399330945261848,0.25030909405223173,0.029657764072159032,0.07523423826018162
dunnhumby,13730,0.7834947995302801,0.20119526355268516,0.07794388549820155,0.05465686972455853
dunnhumby,21905,0.8197367711553669,0.16175021768020695,0.08961369624108026,0.07062372578509778
dunnhumby,10698,0.8199384710294331,0.18355599475628429,0.06558783344588243,0.059739237276726614
dunnhumby,16489,0.9218761233733553,0.20173313886550598,0.049557232605394644,0.11571680967170146
dunnhumby,19981,0.8102562489515184,0.30191845434426967,0.13316217591909768,0.03153344186349712
dunnhumby,20182,0.7123707947814641,0.24277996694896017,0.07098922975700826,0.05042568880019732
dunnhumby,7284,0.7810874853212547,0.23305800282933248,0.15427304135765263,0.025761151831536655
dunnhumby,14968,0.7080351998132789,0.14163635649441592,0.05774304479924354,0.049082403112626016
dunnhumby,20702,0.8803262875356483,0.18169384918558137,0.04405583450054332,0.05374027643089559
dunnhumby,6207,0.7366356316054352,0.18548664446966265,0.06251246983518496,0.04212647177824392
dunnhumby,7086,0.7316238344941044,0.14991906840586594,0.062014644542628936,0.054325027176078865
dunnhumby,16004,0.8790776410303335,0.19849765077621948,0.038445791534501575,0.056994902864135374
dunnhumby,4143,0.8013789270546324,0.15287026871178236,0.028715455605903453,0.05286230089418401
dunnhumby,3902,0.7954770825178473,0.144271123211669,0.3108733190063,0.06113899863363405
dunnhumby,33,0.8196126383995973,0.23975873066565087,0.06823006180456784,0.04272200012229606
dunnhumby,22177,0.753030411963477,0.14735558089670517,0.05130804650265703,0.03692923454835283
dunnhumby,2143,0.8066889912637274,0.1527221684912697,0.034173080584480535,0.06173450042636985
dunnhumby,16923,0.7232727011287655,0.28651275811932864,0.12722578352049968,0.03532600025061714
dunnhumby,6985,0.766407429542023,0.1587369699534607,0.1395798808001707,0.03342557713882574
dunnhumby,45,0.8047412346921656,0.2605917639901968,0.11956968466096726,0.05165675887651673
dunnhumby,729,0.8380210698810561,0.1493192378338138,0.10642477436817863,0.047033768925750626
dunnhumby,14391,0.714116758933065,0.15732180293139472,0.015378212515076966,0.04322710948773358
dunnhumby,13584,0.8284551834112749,0.21258241261201644,0.09053660756986977,0.16610011740551997
dunnhumby,7520,0.8223223681200532,0.17777583794551663,0.40837507673151047,0.025004253531640236
dunnhumby,1615,0.7357006589342353,0.15541377743014823,0.026784349910806565,0.02064764475941374
dunnhumby,9068,0.8451092817600118,0.19637303744695583,0.046503090785612225,0.0459133333419722
dunnhumby,21737,0.730372420734776,0.22640724023672942,0.2509707296793625,0.0632298597304331
dunnhumby,258,0.7497460973807225,0.17387884001617554,0.1614640483374275,0.08231146464450988
dunnhumby,275,0.8235294117647058,0.19037848351332357,0.24951268481547245,0.05922578142793503
dunnhumby,21500,0.9275499077336017,0.25392731552169867,0.047679778503289534,0.022250463238189327
dunnhumby,4170,0.7976048863064463,0.14761754229162233,0.1773864326416547,0.03980162997247753
dunnhumby,6557,0.8887252434944787,0.24257142203460624,0.22627290536764427,0.007448284444778407
dunnhumby,21974,0.840144764498653,0.19651177996252228,0.06117247375591196,0.04840300125311942
dunnhumby,16997,0.8899094111726221,0.24890963423487164,0.36457468128781734,0.0306271274762992
dunnhumby,2739,0.8086311021640665,0.17398191553714276,0.09923563321074177,0.03478023130409643
dunnhumby,181,0.8178863834436031,0.19010009293464789,0.13106655749267423,0.05901823390701223
dunnhumby,5377,0.8847650859619789,0.17973186021944854,0.03347462933756075,0.05387092510756375
dunnhumby,7430,0.7843143353143751,0.16548270688009492,0.08717556460017825,0.050431244319133095
dunnhumby,11103,0.8385161444123644,0.21856222783547405,0.1328365713398526,0.03868174979937855
dunnhumby,15748,0.811012054545019,0.16299447335709263,0.0381868842194977,0.0539295324862833
dunnhumby,17398,0.7984398590840461,0.1713369565936595,0.04367417439331578,0.0516914866788609
dunnhumby,383,0.7946075511231168,0.14967411858883098,0.03192387902699531,0.06357181289735997
dunnhumby,5476,0.8112501904581615,0.1693543296901909,0.04344490527522836,0.051494308636038856
dunnhumby,17599,0.7310699695076824,0.13148807396593515,0.12671347446333053,0.06156051287928412
dunnhumby,3051,0.7819478294306249,0.15883893111652997,0.05216916015245753,0.04361018512811324
dunnhumby,4828,0.762852844962847,0.13934416268222666,0.053417914596184654,0.0689184038684342
dunnhumby,9779,0.7671072497549867,0.1425422047773047,0.13588702375700568,0.030082112052128705
dunnhumby,4183,0.8298583650873534,0.16042543744016222,0.15182011052349845,0.05766646151696997
dunnhumby,1411,0.7965099761352015,0.15107368268116442,0.10449678481874025,0.07884747877167647
dunnhumby,5344,0.8420488992404113,0.21496396197414006,0.06294261732332856,0.05769612032494066
dunnhumby,15652,0.8837313225621715,0.1792646040579728,0.07053297680278783,0.053503187937613786
dunnhumby,9766,0.853610971313538,0.20135196983634285,0.18449624317455238,0.10250284787304366
dunnhumby,11860,0.6271137393054856,0.2697127653644575,0.287880827687825,0.3390076884288771
dunnhumby,15335,0.7304418374607364,0.16929263363218933,0.11121695294776615,0.05975050716477613
dunnhumby,13367,0.7811661997010422,0.20653036082558057,0.05180948788537708,0.07418738411537651
dunnhumby,10096,0.7966758419522818,0.23314340482525,0.2084832174465815,0.06561539386076205
dunnhumby,2075,0.8727548509757873,0.17627097422981475,0.028213101008226323,0.0562409722683227
dunnhumby,4938,0.8173964099983224,0.2458818303929225,0.1605142710221845,0.08467998163914954
dunnhumby,9794,0.8022000143791794,0.1499134841031501,0.026063538665080703,0.031051308387337717
dunnhumby,7330,0.8497267955999713,0.17338857599626362,0.07503369586425268,0.05138762154067257
dunnhumby,11392,0.819209731676953,0.18949167760332317,0.1596169292318293,0.056677265457086956
dunnhumby,10538,0.791047363417771,0.17107262202113258,0.06814537051659333,0.03493304043339346
dunnhumby,847,0.7454784222445899,0.1590748012996243,0.27847469185322526,0.04341108609781797
dunnhumby,16222,0.5354626500826802,0.21468654524439237,0.17168686227210786,0.08254466253250145
dunnhumby,9122,0.7941397308310466,0.1580747032134843,0.03293753997888692,0.0456070309886866
dunnhumby,6175,0.816547139741654,0.18099380997312098,0.08918294036129325,0.019408776065286872
dunnhumby,22145,0.7396462422412348,0.1677402182340954,0.07867855054385675,0.06232105666147044
dunnhumby,8507,0.7486262748682764,0.18394372030982709,0.09144895149263474,0.06925911733374518
dunnhumby,5240,0.8139597196592666,0.16649433479443335,0.07401279999017177,0.0360582434941162
dunnhumby,16226,0.7479087038724685,0.17907870529310244,0.09132495226916443,0.05562260099991489
dunnhumby,11760,0.5817186713638651,0.25505148537843764,0.15674602219381026,0.0
dunnhumby,17908,0.8244422076832744,0.19492147204745508,0.06534963224857257,0.049059784409210924
dunnhumby,3633,0.8756208835692874,0.1884694524750751,0.10019300039591592,0.03635498450818021
dunnhumby,9735,0.7781655762455963,0.1456052622074282,0.06062375197298332,0.02954930510017882
dunnhumby,19697,0.8236139070625732,0.2610068964868686,0.059581094954355734,0.05509529873936926
dunnhumby,13618,0.739248295740495,0.19769334326886928,0.10160176138216473,0.06392752608301619
dunnhumby,6457,0.8170623588207068,0.16672689897002396,0.32306265815218355,0.05433882032592716
dunnhumby,6015,0.7873429198185152,0.14258477043201434,0.026689137993357502,0.0662327054392348
dunnhumby,9447,0.804892176505778,0.14852996809960145,0.03079441636295521,0.06021775657142922
dunnhumby,1646,0.8293910417715149,0.1903624704916051,0.09811422056609267,0.04155505397324902
dunnhumby,21802,0.8666037577587653,0.19188911118654967,0.03222109961606387,0.02681657076915258
dunnhumby,19979,0.7330404478424829,0.13963824763449953,0.03102093880739994,0.05740433228918552
dunnhumby,1677,0.7450152179643874,0.14671186138374193,0.046165281829214866,0.07318408347787274
dunnhumby,15764,0.7688120934220579,0.14883802706994062,0.0706589278813329,0.03348732835010559
dunnhumby,19489,0.8068230535517904,0.15625185618614756,0.09288397139378077,0.05007874645910717
dunnhumby,3540,0.7228705334675392,0.17289780145854455,0.30623653313024346,0.08179306726096248
dunnhumby,11726,0.8324171771688389,0.1602143516970235,0.032829314815081306,0.05537010082501419
dunnhumby,6032,0.8316064221360412,0.16625077565906562,0.06824707020895635,0.05319030443163744
dunnhumby,8300,0.8066359910849089,0.1519707266661186,0.029211103033105566,0.12412237447632406
dunnhumby,2473,0.8039235708433317,0.14947462174108472,0.04245445357030567,0.0826924576438042
dunnhumby,2130,0.8502780830500293,0.18428352595989234,0.05517150306750093,0.061148113123399975
dunnhumby,16889,0.8908756919979869,0.1909945719489078,0.04337636854903533,0.06940933671575342
dunnhumby,7875,0.6378963261197785,0.18029373964408577,0.20593455029153854,0.024527713582756773
dunnhumby,15276,0.8198561482972656,0.18573048797452077,0.05578130655533371,0.06188797739092304
dunnhumby,10659,0.8549724150373654,0.17033300791986128,0.10237016115350706,0.05356693243712485
dunnhumby,4078,0.753971711648101,0.13705103682128592,0.11685960631229575,0.03786107328745988
dunnhumby,18627,0.7240997644106985,0.134778147823831,0.03658037468242326,0.05362452406413454
dunnhumby,2320,0.8056472182824727,0.13928908412454255,0.022643811899912727,0.08217147548424356
dunnhumby,3931,0.8027633598489688,0.14906604273125443,0.17625320175323783,0.05394144700612629
dunnhumby,5753,0.7950145948666331,0.14479569640657552,0.12373511328330794,0.05165864525192249
dunnhumby,17396,0.8527896605714924,0.21363026727108467,0.06942134567573449,0.07428972196964748
dunnhumby,10146,0.8587855636102755,0.20968525540566008,0.041335569352231,0.0668709430980592
